30,-10,-30
20,-10,-30
10,-10,-30
-0,-10,-30
-10,-10,-30
-20,-10,-30
-30,-10,-30
-40,-10,-30
-50,-10,-30
50,-10,-40
40,-10,-40
30,-10,-40
20,-10,-40
10,-10,-40
-0,-10,-40
-10,-10,-40
-20,-10,-40
-30,-10,-40
-40,-10,-40
-50,-10,-40
50,-10,-50
40,-10,-50
30,-10,-50
20,-10,-50
10,-10,-50
-0,-10,-50
-10,-10,-50
-20,-10,-50
-30,-10,-50
-40,-10,-50
-50,-10,-50
50,0,50
40,0,50
30,0,50
20,0,50
10,0,50
-0,0,50
-10,0,50
-20,0,50
-30,0,50
-40,0,50
-50,0,50
50,0,40
40,0,40
30,0,40
20,0,40
10,0,40
-0,0,40
-10,0,40
-20,0,40
-30,0,40
-40,0,40
-50,0,40
50,0,30
40,0,30
30,0,30
20,0,30
10,0,30
-0,0,30
-10,0,30
-20,0,30
-30,0,30
-40,0,30
-50,0,30
50,0,20
40,0,20
30,0,20
20,0,20
10,0,20
-0,0,20
-10,0,20
-20,0,20
-30,0,20
-40,0,20
-50,0,20
50,0,10
40,0,10
30,0,10
20,0,10
10,0,10
-0,0,10
-10,0,10
-20,0,10
-30,0,10
-40,0,10
-50,0,10
50,0,-0
40,0,-0
30,0,-0
20,0,-0
10,0,-0
-0,0,-0
-10,0,-0
-20,0,-0
-30,0,-0
-40,0,-0
-50,0,-0
50,0,-10
40,0,-10
30,0,-10
20,0,-10
10,0,-10
-0,0,-10
-10,0,-10
-20,0,-10
-30,0,-10
-40,0,-10
-50,0,-10
50,0,-20
40,0,-20
30,0,-20
20,0,-20
10,0,-20
-0,0,-20
-10,0,-20
-20,0,-20
-30,0,-20
-40,0,-20
-50,0,-20
50,0,-30
40,0,-30
30,0,-30
20,0,-30
10,0,-30
-0,0,-30
-10,0,-30
-20,0,-30
-30,0,-30
-40,0,-30
-50,0,-30
50,0,-40
40,0,-40
30,0,-40
20,0,-40
10,0,-40
-0,0,-40
-10,0,-40
-20,0,-40
-30,0,-40
-40,0,-40
-50,0,-40
50,0,-50
40,0,-50
30,0,-50
20,0,-50
10,0,-50
-0,0,-50
-10,0,-50
-20,0,-50
-30,0,-50
-40,0,-50
-50,0,-50
50,10,50
40,10,50
30,10,50
20,10,50
10,10,50
-0,10,50
-10,10,50
-20,10,50
-30,10,50
-40,10,50
-50,10,50
50,10,40
40,10,40
30,10,40
20,10,40
10,10,40
-0,10,40
-10,10,40
-20,10,40
-30,10,40
-40,10,40
-50,10,40
50,10,30
40,10,30
30,10,30
20,10,30
10,10,30
-0,10,30
-10,10,30
-20,10,30
-30,10,30
-40,10,30
-50,10,30
50,10,20
40,10,20
30,10,20
20,10,20
10,10,20
-0,10,20
-10,10,20
-20,10,20
-30,10,20
-40,10,20
-50,10,20
50,10,10
40,10,10
30,10,10
20,10,10
10,10,10
-0,10,10
-10,10,10
-20,10,10
-30,10,10
-40,10,10
-50,10,10
50,10,-0
40,10,-0
30,10,-0
20,10,-0
10,10,-0
-0,10,-0
-10,10,-0
-20,10,-0
-30,10,-0
-40,10,-0
-50,10,-0
50,10,-10
40,10,-10
30,10,-10
20,10,-10
10,10,-10
-0,10,-10
-10,10,-10
-20,10,-10
-30,10,-10
-40,10,-10
-50,10,-10
50,10,-20
40,10,-20
30,10,-20
20,10,-20
10,10,-20
-0,10,-20
-10,10,-20
-20,10,-20
-30,10,-20
-40,10,-20
-50,10,-20
50,10,-30
40,10,-30
30,10,-30
20,10,-30
10,10,-30
-0,10,-30
-10,10,-30
-20,10,-30
-30,10,-30
-40,10,-30
-50,10,-30
50,10,-40
40,10,-40
30,10,-40
20,10,-40
10,10,-40
-0,10,-40
-10,10,-40
-20,10,-40
-30,10,-40
-40,10,-40
-50,10,-40
50,10,-50
40,10,-50
30,10,-50
20,10,-50
10,10,-50
-0,10,-50
-10,10,-50
-20,10,-50
-30,10,-50
-40,10,-50
-50,10,-50
50,20,50
40,20,50
30,20,50
20,20,50
10,20,50
-0,20,50
-10,20,50
-20,20,50
-30,20,50
-40,20,50
-50,20,50
50,20,40
40,20,40
30,20,40
20,20,40
10,20,40
-0,20,40
-10,20,40
-20,20,40
-30,20,40
-40,20,40
-50,20,40
50,20,30
40,20,30
30,20,30
20,20,30
10,20,30
-0,20,30
-10,20,30
-20,20,30
-30,20,30
-40,20,30
-50,20,30
50,20,20
40,20,20
30,20,20
20,20,20
10,20,20
-0,20,20
-10,20,20
-20,20,20
-30,20,20
-40,20,20
-50,20,20
50,20,10
40,20,10
30,20,10
20,20,10
10,20,10
-0,20,10
-10,20,10
-20,20,10
-30,20,10
-40,20,10
-50,20,10
50,20,-0
40,20,-0
30,20,-0
20,20,-0
10,20,-0
-0,20,-0
-10,20,-0
-20,20,-0
-30,20,-0
-40,20,-0
-50,20,-0
50,20,-10
40,20,-10
30,20,-10
20,20,-10
10,20,-10
-0,20,-10
-10,20,-10
-20,20,-10
-30,20,-10
-40,20,-10
-50,20,-10
50,20,-20
40,20,-20
30,20,-20
20,20,-20
10,20,-20
-0,20,-20
-10,20,-20
-20,20,-20
-30,20,-20
-40,20,-20
-50,20,-20
50,20,-30
40,20,-30
30,20,-30
20,20,-30
10,20,-30
-0,20,-30
-10,20,-30
-20,20,-30
-30,20,-30
-40,20,-30
-50,20,-30
50,20,-40
40,20,-40
30,20,-40
20,20,-40
10,20,-40
-0,20,-40
-10,20,-40
-20,20,-40
-30,20,-40
-40,20,-40
-50,20,-40
50,20,-50
40,20,-50
30,20,-50
20,20,-50
10,20,-50
-0,20,-50
-10,20,-50
-20,20,-50
-30,20,-50
-40,20,-50
-50,20,-50
50,30,50
40,30,50
30,30,50
20,30,50
10,30,50
-0,30,50
-10,30,50
-20,30,50
-30,30,50
-40,30,50
-50,30,50
50,30,40
40,30,40
30,30,40
20,30,40
10,30,40
-0,30,40
-10,30,40
-20,30,40
-30,30,40
-40,30,40
-50,30,40
50,30,30
40,30,30
30,30,30
20,30,30
10,30,30
-0,30,30
-10,30,30
-20,30,30
-30,30,30
-40,30,30
-50,30,30
50,30,20
40,30,20
30,30,20
20,30,20
10,30,20
-0,30,20
-10,30,20
-20,30,20
-30,30,20
-40,30,20
-50,30,20
50,30,10
40,30,10
30,30,10
20,30,10
10,30,10
-0,30,10
-10,30,10
-20,30,10
-30,30,10
-40,30,10
-50,30,10
50,30,-0
40,30,-0
30,30,-0
20,30,-0
10,30,-0
-0,30,-0
-10,30,-0
-20,30,-0
-30,30,-0
-40,30,-0
-50,30,-0
50,30,-10
40,30,-10
30,30,-10
20,30,-10
10,30,-10
-0,30,-10
-10,30,-10
-20,30,-10
-30,30,-10
-40,30,-10
-50,30,-10
50,30,-20
40,30,-20
30,30,-20
20,30,-20
10,30,-20
-0,30,-20
-10,30,-20
-20,30,-20
-30,30,-20
-40,30,-20
-50,30,-20
50,30,-30
40,30,-30
30,30,-30
20,30,-30
10,30,-30
-0,30,-30
-10,30,-30
-20,30,-30
-30,30,-30
-40,30,-30
-50,30,-30
50,30,-40
40,30,-40
30,30,-40
20,30,-40
10,30,-40
-0,30,-40
-10,30,-40
-20,30,-40
-30,30,-40
-40,30,-40
-50,30,-40
50,30,-50
40,30,-50
30,30,-50
20,30,-50
10,30,-50
-0,30,-50
-10,30,-50
-20,30,-50
-30,30,-50
-40,30,-50
-50,30,-50
50,40,50
40,40,50
30,40,50
20,40,50
10,40,50
-0,40,50
-10,40,50
-20,40,50
-30,40,50
-40,40,50
-50,40,50
50,40,40
40,40,40
30,40,40
20,40,40
10,40,40
-0,40,40
-10,40,40
-20,40,40
-30,40,40
-40,40,40
-50,40,40
50,40,30
40,40,30
30,40,30
20,40,30
10,40,30
-0,40,30
-10,40,30
-20,40,30
-30,40,30
-40,40,30
-50,40,30
50,40,20
40,40,20
30,40,20
20,40,20
10,40,20
-0,40,20
-10,40,20
-20,40,20
-30,40,20
-40,40,20
-50,40,20
50,40,10
40,40,10
30,40,10
20,40,10
10,40,10
-0,40,10
-10,40,10
-20,40,10
-30,40,10
-40,40,10
-50,40,10
50,40,-0
40,40,-0
30,40,-0
20,40,-0
10,40,-0
-0,40,-0
-10,40,-0
-20,40,-0
-30,40,-0
-40,40,-0
-50,40,-0
50,40,-10
40,40,-10
30,40,-10
20,40,-10
10,40,-10
-0,40,-10
-10,40,-10
-20,40,-10
-30,40,-10
-40,40,-10
-50,40,-10
50,40,-20
40,40,-20
30,40,-20
20,40,-20
10,40,-20
-0,40,-20
-10,40,-20
-20,40,-20
-30,40,-20
-40,40,-20
-50,40,-20
50,40,-30
40,40,-30
30,40,-30
20,40,-30
10,40,-30
-0,40,-30
-10,40,-30
-20,40,-30
-30,40,-30
-40,40,-30
-50,40,-30
50,40,-40
40,40,-40
30,40,-40
20,40,-40
10,40,-40
-0,40,-40
-10,40,-40
-20,40,-40
-30,40,-40
-40,40,-40
-50,40,-40
50,40,-50
40,40,-50
30,40,-50
20,40,-50
10,40,-50
-0,40,-50
-10,40,-50
-20,40,-50
-30,40,-50
-40,40,-50
-50,40,-50
50,50,50
40,50,50
30,50,50
20,50,50
10,50,50
-0,50,50
-10,50,50
-20,50,50
-30,50,50
-40,50,50
-50,50,50
50,50,40
40,50,40
30,50,40
20,50,40
10,50,40
-0,50,40
-10,50,40
-20,50,40
-30,50,40
-40,50,40
-50,50,40
50,50,30
40,50,30
30,50,30
20,50,30
10,50,30
-0,50,30
-10,50,30
-20,50,30
-30,50,30
-40,50,30
-50,50,30
50,50,20
40,50,20
30,50,20
20,50,20
10,50,20
-0,50,20
-10,50,20
-20,50,20
-30,50,20
-40,50,20
-50,50,20
50,50,10
40,50,10
30,50,10
20,50,10
10,50,10
-0,50,10
-10,50,10
-20,50,10
-30,50,10
-40,50,10
-50,50,10
50,50,-0
40,50,-0
30,50,-0
20,50,-0
10,50,-0
-0,50,-0
-10,50,-0
-20,50,-0
-30,50,-0
-40,50,-0
-50,50,-0
50,50,-10
40,50,-10
30,50,-10
20,50,-10
10,50,-10
-0,50,-10
-10,50,-10
-20,50,-10
-30,50,-10
-40,50,-10
-50,50,-10
50,50,-20
40,50,-20
30,50,-20
20,50,-20
10,50,-20
-0,50,-20
-10,50,-20
-20,50,-20
-30,50,-20
-40,50,-20
-50,50,-20
50,50,-30
40,50,-30
30,50,-30
20,50,-30
10,50,-30
-0,50,-30
-10,50,-30
-20,50,-30
-30,50,-30
-40,50,-30
-50,50,-30
50,50,-40
40,50,-40
30,50,-40
20,50,-40
10,50,-40
-0,50,-40
-10,50,-40
-20,50,-40
-30,50,-40
-40,50,-40
-50,50,-40
50,50,-50
40,50,-50
30,50,-50
20,50,-50
10,50,-50
-0,50,-50
-10,50,-50
-20,50,-50
-30,50,-50
-40,50,-50
-50,50,-50
-0,0,-0
